Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
SEA,5/12,A's,6,Tyler Nevin,6-3,000 0,000 1,000 1,100 0,Yes,Ty France,Dylan Moore,SS,RH,Fore,L,Stretch,77.4
SEA,5/13,Royals,5,Dairon Blanco,1B,000 1,100 1,100 1,100 1,Yes,Ty France,Josh Rojas,3B,RH,Back,R,Long,86
SEA,5/13,Royals,7,Dairon Blanco,4-3,101 2,000 3,000 3,011 2 +1,Yes,Ty France,Josh Rojas,2B,RH,Back,R,Short,85.8
SEA,5/19,Orioles,1,Colton Cowser,1B,001 2,100 2 +1,100 2 +1,010 2 +1,Yes,Luke Raley,Josh Rojas,2B,RH,Fore,S,Stretch,85.8
SEA,5/20,Yankees,3,Aaron Judge,E5,000 2,100 2,000 3,100 2,No,Ty France,Luis Urias,3B,RH,Fore,L,Stretch,81.1
SEA,5/20,Yankees,7,Anthony Volpe,1B,000 0,100 0,100 0,100 0,Yes,Ty France,Dylan Moore,SS,RH,Back,S,Stretch,77.4
SEA,5/21,Yankees,3,Anthony Volpe,6-3,000 2,000 3,000 3,100 2,Yes,Ty France,JP Crawford,SS,RH,Back,S,Long,83.2
SEA,5/23,Yankees,8,Anthony Volpe,6-3,000 1,000 2,000 2,100 1,Yes,Ty France,JP Crawford,SS,RH,Back,S,Short,83.2
SEA,5/27,Astros,6,Alex Bregman,6-4 FC E4,100 0,010 1,000 2,010 1,No,Ty France,Ryan Bliss,2B,RH,Back,S,Stretch,77.2
SEA,5/30,Astros,7,Mauricio Dubon,6-4-3,000 0,000 1,000 1,100 0,Yes,Ty France,Dylan Moore,2B,RH,Back,S,Stretch,73.7
SEA,6/2,Angels,5,Zach Neto,5-4,000 0,000 1,000 1,100 0,Yes,Ty France,Josh Rojas,3B,RH,Fore,S,Long,86
SEA,6/6,A's,4,Brent Rooker,6-3,000 1,000 2,000 2,100 1,Yes,Ty France,JP Crawford,SS,RH,Fore,S,Long,83.2
SEA,6/7,Royals,5,Maikel Garcia,4-3,000 1,000 2,000 2,100 1,Yes,Ty France,Ryan Bliss,2B,RH,Back,R,Short,77.2
SEA,6/9,Royals,4,Vinnie Pasquantino,4-3,000 0,000 1,000 1,100 0,Yes,Tyler Locklear,Ryan Bliss,2B,RH,Back,S,Long,77.2
SEA,6/9,Royals,10,Maikel Garcia,6-4 FC,100 0,100 1,100 1,010 1,Yes,Tyler Locklear,Ryan Bliss,2B,RH,Fore,S,Short,77.2
SEA,6/10,White Sox,2,Lenyn Sosa,1B,100 2,110 2,110 2,110 2,No,Tyler Locklear,Ryan Bliss,2B,RH,Back,R,Stretch,77.2
SEA,6/11,White Sox,1,Lenyn Sosa,4-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,Ryan Bliss,2B,RH,Back,S,Stretch,77.2
SEA,6/11,White Sox,6,Martin Maldonado,6-4-3 DP,110 1,000 3,000 3,010 2 +1,Yes,Luke Raley,Ryan Bliss,2B,RH,Back,S,Stretch,77.2
SEA,6/13,White Sox,5,Nicky Lopez,4-3,000 1,000 2,000 2,100 1,Yes,Tyler Locklear,Ryan Bliss,2B,RH,Fore,L,Stretch,77.2
SEA,6/13,White Sox,5,Danny Mendick,6-3,000 0,000 1,000 1,100 0,Yes,Tyler Locklear,JP Crawford,SS,RH,Back,S,Long,83.2
SEA,6/13,White Sox,8,Luis Robert Jr,6-3,000 0,000 1,000 1,100 0,Yes,Tyler Locklear,JP Crawford,SS,RH,Back,S,Long,83.2
SEA,6/22,Marlins,2,Otto Lopez,6-3,000 2,000 3,000 3,100 2,Yes,Ty France,JP Crawford,SS,RH,Fore,S,Long,83.2
SEA,6/22,Marlins,7,Bryan De La Cruz,E5,000 0,010 0,000 1,010 0,No,Ty France,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,6/26,Rays,8,Yandy Diaz,4-3,100 2,000 3,000 3,011 2,Yes,Ty France,Ryan Bliss,2B,RH,Back,R,Stretch,77.2
SEA,6/29,Twins,9,Ryan Jeffers,6-3,000 0,000 1,000 1,100 0,Yes,Ty France,JP Crawford,SS,RH,Back,S,Long,83.2
SEA,7/9,Padres,2,Donovan Solano,1B,000 1,100 1,100 1,100 1,Yes,Ty France,Josh Rojas,3B,RH,Back,S,Long,86
SEA,7/9,Padres,5,Donovan Solano,5-3,000 1,000 2,000 2,100 1,Yes,Ty France,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,7/11,Angels,8,Jo Adell,5-3,000 1,000 2,000 2,100 1,Yes,Ty France,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,7/13,Angels,2,Anthony Rendon,6-3,001 2,000 3,000 3,010 2 +1,Yes,Ty France,JP Crawford,SS,RH,Fore,S,Long,83.2
SEA,7/14,Angels,4,Taylor Ward,6-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,JP Crawford,SS,RH,Fore,S,Long,83.2
SEA,7/21,Astros,1,Alex Bregman,4-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,Jorge Polanco,2B,RH,Fore,S,Long,75.6
SEA,7/23,Angels,5,Brandon Drury,E5,110 0,111 0,011 1,111 0,No,Tyler Locklear,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,7/27,White Sox,2,Andrew Benintendi,1B,000 1,100 1,100 1,100 1,Yes,Tyler Locklear,Jorge Polanco,2B,RH,Back,S,Short,75.6
SEA,7/27,White Sox,3,Luis Robert Jr,E5,000 0,100 0,000 1,100 0,No,Tyler Locklear,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,8/3,Phillies,2,JT Realmuto,6-3,000 0,000 1,000 1,100 0,Yes,Justin Turner,Dylan Moore,SS,RH,Back,S,Long,77.3
SEA,8/6,Tigers,3,Javier Baez,4-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,Jorge Polanco,2B,RH,Back,R,Stretch,75.6
SEA,8/6,Tigers,3,Matt Vierling,1B,000 2,100 2,100 2,100 2,Yes,Luke Raley,Jorge Polanco,2B,RH,Back,S,Stretch,75.6
SEA,8/6,Tigers,7,Wenceel Perez,4-3,001 2,000 3,000 3,010 2 +1,Yes,Luke Raley,Jorge Polanco,2B,RH,Back,S,Long,75.6
SEA,8/13,Tigers,4,Matt Vierling,E6,000 1,100 1,000 2,100 1,No,Justin Turner,Leo Rivas,SS,RH,Fore,S,Stretch,82.9
SEA,8/14,Tigers,7,Bligh Madris,1B,000 1,100 1,100 1,100 1,Yes,Luke Raley,Josh Rojas,3B,RH,Back,S,Stretch,86
SEA,8/15,Tigers,3,Justyn Henry-Malloy,5-3,100 2,000 3,000 3,011 2,Yes,Luke Raley,Josh Rojas,3B,RH,Fore,S,Long,86
SEA,8/16,Pirates,4,Bryan De La Cruz,6-3,001 2,000 3,000 3,010 2 +1,Yes,Luke Raley,Leo Rivas,SS,RH,Back,S,Long,82.9
SEA,8/17,Pirates,7,Isiah Kiner-Falefa,1B,000 1,100 1,100 1,100 1,Yes,Justin Turner,Jorge Polanco,2B,RH,Back,S,Long,75.6
SEA,8/24,Giants,7,Thairo Estrada,5-3,000 2,000 3,000 3,100 2,Yes,Justin Turner,Dylan Moore,3B,RH,Back,S,Short,77.3
SEA,8/25,Giants,1,Tyler Fitzgerald,E5,000 0,100 0,000 1,100 0,No,Justin Turner,Josh Rojas,3B,RH,Fore,S,Long,86
SEA,8/25,Giants,4,Heliot Ramos,1B,000 0,100 0,100 0,100 0,No,Justin Turner,Leo Rivas,SS,RH,Fore,S,Stretch,82.9
SEA,8/26,Rays,4,Junior Caminero,6-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,Leo Rivas,SS,RH,Back,S,Long,82.9
SEA,9/4,A's,6,Brent Rooker,1B,000 1,100 1,100 1,100 1,Yes,Justin Turner,JP Crawford,SS,RH,Back,S,Long,83.2
SEA,9/5,A's,8,Zack Gelof,1B,000 1,100 1,100 1,100 1,Yes,Luke Raley,Leo Rivas,SS,RH,Back,R,Long,82.9
SEA,9/20,Rangers,3,Jonathan Ornelas,6-3,000 1,000 2,000 2,100 1,Yes,Luke Raley,JP Crawford,SS,RH,Fore,L,Long,83.2
SFG,3/31,Padres,2,Jackson Merrill,1B,000 0,100 0,100 0,100 0,Yes,LaMonte Wade Jr,Thairo Estrada,2B,LH,Back,S,Stretch,75.9
SFG,4/2,Dodgers,7,Freddie Freeman,1B,000 0,100 0,100 0,100 0,No,Wilmer Flores,Matt Chapman,3B,RH,Fore,S,Long,87.7
SFG,4/5,Padres,4,Manny Machado,6-3,000 0,000 1,000 1,100 0,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Back,S,Long,78.8
SFG,4/6,Padres,5,Xander Bogaerts,6-3,000 2,000 3,000 3,100 2,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Back,S,Short,78.8
SFG,4/12,Rays,4,Randy Arozarena,6-3,010 2,000 3,000 3,010 2 +1,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Back,S,Short,78.8
SFG,4/14,Rays,1,Harold Ramirez,6-3,010 0,001 1,001 1,010 0 +1,Yes,Wilmer Flores,Tyler Fitzgerald,SS,RH,Back,S,Stretch,81.6
SFG,4/14,Rays,3,Harold Ramirez,1B,000 1,100 1,100 1,100 1,Yes,Wilmer Flores,Matt Chapman,3B,RH,Fore,S,Stretch,87.7
SFG,4/15,Marlins,7,Otto Lopez,E6,000 0,100 0,000 1,100 0,No,Wilmer Flores,Nick Ahmed,SS,RH,Fore,L,Long,78.8
SFG,4/22,Mets,9,Pete Alonso,5-3,010 1,001 2,001 2,010 1 +1,Yes,Wilmer Flores,Matt Chapman,3B,RH,Back,S,Short,87.7
SFG,5/1,Red Sox,7,Dom Smith,5-3,010 2,000 3,000 3,010 2 +1,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Fore,S,Stretch,87.7
SFG,5/3,Phillies,1,Trea Turner,1B,000 1,100 1,100 1,100 1,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Fore,R,Long,78.8
SFG,5/4,Phillies,6,JT Realmuto,6U FC,100 1,100 2,100 2,010 2,Yes,Wilmer Flores,Nick Ahmed,SS,RH,Back,R,Long,78.8
SFG,5/4,Phillies,7,Edmundo Sosa,5-3,110 1,011 2,011 2,011 1 +1,Yes,Wilmer Flores,Matt Chapman,3B,RH,Back,R,Stretch,87.7
SFG,5/5,Phillies,6,JT Realmuto,1B,000 2,100 2,100 2,100 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Fore,S,Long,87.7
SFG,5/9,Rockies,5,Elias Diaz,1B,000 0,100 0,100 0,100 0,Yes,LaMonte Wade Jr,Tyler Fitzgerald,SS,LH,Back,R,Long,81.6
SFG,5/10,Reds,2,Jonathan India,5-3 DP,110 1,000 3,000 3,011 2,Yes,Wilmer Flores,Matt Chapman,3B,RH,Fore,S,Stretch,87.7
SFG,5/10,Reds,7,Elly De La Cruz,5-6-3 DP,100 1,000 3,000 3,010 2,Yes,Wilmer Flores,Casey Schmitt,SS,RH,Back,S,Short,89.7
SFG,5/12,Reds,6,Luke Maile,5-3,100 2,000 3,000 3,011 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Short,87.7
SFG,5/18,Rockies,6,Brenton Doyle,1B,000 0,100 0,000 1,100 0,No,Wilmer Flores,Thairo Estrada,2B,RH,Back,R,Stretch,75.9
SFG,5/24,Mets,1,Mark Vientos,5-3,010 2,000 3,000 3,010 2 +1,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Fore,R,Short,87.7
SFG,5/24,Mets,9,Mark Vientos,5-3,111 2,000 3,000 3,011 2 +2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Stretch,87.7
SFG,5/24,Mets,9,Brett Baty,4-3,010 0,001 1,001 1,010 0 +1,Yes,LaMonte Wade Jr,Thairo Estrada,2B,LH,Back,L,Short,75.9
SFG,5/29,Phillies,5,Garrett Stubbs,1B,000 2,100 2,100 2,100 2,Yes,Wilmer Flores,Brett Wisely,SS,RH,Fore,S,Long,84.6
SFG,5/31,Yankees,6,Gleyber Torres,1B,000 1,100 1,000 2,100 1,No,Trenton Brooks,Brett Wisely,SS,LH,Back,L,Stretch,84.6
SFG,6/1,Yankees,2,Gleyber Torres,5-3,000 1,000 2,000 2,100 1,Yes,Wilmer Flores,Matt Chapman,3B,RH,Back,S,Stretch,87.7
SFG,6/14,Angels,3,Jo Adell,1B,010 1,110 1,110 1,011 1,Yes,Wilmer Flores,Nick Ahmed,SS,RH,Back,S,Short,78.8
SFG,6/14,Angels,6,Zach Neto,6-3,000 2,000 3,000 3,100 2,Yes,Wilmer Flores,Nick Ahmed,SS,RH,Back,S,Stretch,78.8
SFG,6/17,Cubs,6,Nico Hoerner,1B,000 2,100 2,100 2,100 2,Yes,Trenton Brooks,Brett Wisely,SS,LH,Fore,S,Long,84.6
SFG,6/17,Cubs,8,Dansby Swanson,6-3,000 1,000 2,000 2,100 1,Yes,Trenton Brooks,Brett Wisely,SS,LH,Back,S,Long,84.6
SFG,6/26,Cubs,1,Nico Hoerner,5-3,000 0,000 1,000 1,100 0,Yes,David Villar,Matt Chapman,3B,RH,Back,S,Stretch,87.7
SFG,6/26,Cubs,9,Nico Hoerner,6-3,010 2,000 3,000 3,010 2 +1,Yes,David Villar,Brett Wisely,SS,RH,Back,S,Short,84.6
SFG,6/28,Dodgers,3,Shohei Ohtani,6-3,000 1,000 2,000 2,100 1,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Fore,S,Stretch,78.8
SFG,6/29,Dodgers,4,Will Smith,1B,111 2,111 2 +1,111 2 +1,011 2 +2,Yes,LaMonte Wade Jr,Nick Ahmed,SS,LH,Back,S,Short,78.8
SFG,7/7,Guardians,6,Tyler Freeman,1B,100 2,110 2,110 2,011 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Short,87.7
SFG,7/9,Blue Jays,3,Bo Bichette,6-3,000 2,000 3,000 3,100 2,Yes,Wilmer Flores,Tyler Fitzgerald,SS,RH,Back,S,Short,81.6
SFG,7/9,Blue Jays,5,Ernie Clement,E6,000 0,100 0,000 1,100 0,No,Wilmer Flores,Tyler Fitzgerald,SS,RH,Back,S,Short,81.6
SFG,7/13,Twins,9,Ryan Jeffers,4-6-3 DP,111 0,001 2 +1,001 2 +1,010 1 +2,Yes,Wilmer Flores,Brett Wisely,SS,RH,Back,S,Short,84.6
SFG,7/19,Rockies,7,Ezequiel Tovar,1B E5,001 2,010 2 +1,000 3,010 2 +1,No,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Long,87.7
SFG,8/11,Tigers,5,Justyn Henry-Malloy,5-3,100 2,000 3,000 3,011 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Fore,S,Stretch,87.7
SFG,8/13,Braves,4,Jorge Soler,5-3,100 2,000 3,000 3,011 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Stretch,87.7
SFG,8/17,A's,5,Brent Rooker,4-3,110 2,000 3,000 3,011 2 +1,Yes,LaMonte Wade Jr,Brett Wisely,2B,LH,Back,L,Long,82.3
SFG,8/27,Brewers,3,Joey Ortiz,6-3,000 0,000 1,000 1,100 0,Yes,LaMonte Wade Jr,Tyler Fitzgerald,SS,LH,Fore,S,Long,81.6
SFG,8/28,Brewers,2,Gary Sanchez,6-3,000 0,000 1,000 1,100 0,Yes,LaMonte Wade Jr,Tyler Fitzgerald,SS,LH,Back,S,Long,81.6
SFG,9/7,Padres,5,Xander Bogaerts,5-3,111 2,000 3,000 3,011 2 +2,Yes,Mark Canha,Casey Schmitt,3B,RH,Back,S,Stretch,89.7
SFG,9/7,Padres,5,Manny Machado,1B,110 2,111 2,111 2,011 2 +1,Yes,Mark Canha,Tyler Fitzgerald,SS,RH,Back,S,Long,81.6
SFG,9/14,Padres,2,Luis Arraez,6-3,110 2,000 3,000 3,011 2 +1,Yes,LaMonte Wade Jr,Brett Wisely,SS,LH,Back,S,Long,84.6
SFG,9/14,Padres,9,Fernando Tatis Jr,1B,100 2,110 2,000 3,110 2,No,LaMonte Wade Jr,Brett Wisely,SS,LH,Back,R,Stretch,84.6
SFG,9/20,Royals,7,Hunter Renfroe,5-3,100 2,000 3,000 3,011 2,Yes,Mark Canha,Casey Schmitt,3B,RH,Back,S,Short,89.7
SFG,9/28,Cardinals,6,Masyn Winn,5-3,100 2,000 3,000 3,011 2,Yes,LaMonte Wade Jr,Matt Chapman,3B,LH,Back,S,Short,87.7
STL,4/1,Padres,3,Fernando Tatis Jr,6-3,100 2,000 3,000 3,011 2,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,S,Stretch,92.7
STL,4/4,Marlins,6,Christian Bethancourt,6-3,010 1,001 2,001 2,010 1 +1,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Fore,S,Short,92.7
STL,4/7,Marlins,4,Christian Bethancourt,4-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Nolan Gorman,2B,RH,Back,R,Short,78.4
STL,4/8,Phillies,9,Johan Rojas,1B,010 2,101 2,101 2,010 2 +1,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,S,Long,92.7
STL,4/13,Diamondbacks,4,Christian Walker,5-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Fore,S,Long,84.2
STL,4/14,Diamondbacks,6,Jake McCarthy,1B,010 2,101 2,101 2,010 2 +1,Yes,Paul Goldschmidt,Nolan Gorman,2B,RH,Fore,S,Short,78.4
STL,4/16,A's,2,Tyler Nevin,1B E6,000 1,010 1,000 2,010 1,No,Paul Goldschmidt,Masyn Winn,SS,RH,Back,R,Stretch,92.7
STL,4/20,Brewers,7,Sal Frelick,E6,010 2,100 2 +1,000 3,100 2 +1,No,Paul Goldschmidt,Masyn Winn,SS,RH,Fore,S,Short,92.7
STL,4/30,Tigers,3,Jake Rogers,6-3,010 2,000 3,000 3,010 2 +1,Yes,Paul Goldschmidt,Brandon Crawford,SS,RH,Back,R,Long,85
STL,5/3,White Sox,7,Andrew Vaughn,5-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Back,S,Short,84.2
STL,5/3,White Sox,8,Martin Maldonado,6-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,S,Stretch,92.7
STL,5/9,Brewers,8,Gary Sanchez,4-3,000 0,000 1,000 1,100 0,Yes,Alec Burleson,Nolan Gorman,2B,LH,Back,S,Short,78.4
STL,5/13,Angels,3,Kyren Paris,1B E5,010 0,100 0 +1,001 1,100 0 +1,No,Paul Goldschmidt,Nolan Arenado,3B,RH,Fore,L,Short,84.2
STL,5/19,Red Sox,4,Garrett Cooper,1B,000 0,100 0,100 0,100 0,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Back,S,Stretch,84.2
STL,5/29,Reds,5,Will Benson,5-6-3 DP,100 1,000 3,000 3,010 2,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,R,Short,92.7
STL,5/31,Phillies,4,Nick Castellanos,6-3,000 1,000 2,000 2,100 1,Yes,Paul Goldschmidt,Brandon Crawford,SS,RH,Back,R,Short,85
STL,6/1,Phillies,7,JT Realmuto,E5,000 2,010 2,000 3,010 2,No,Paul Goldschmidt,Nolan Arenado,3B,RH,Fore,S,Stretch,84.2
STL,6/14,Cubs,7,Nico Hoerner,4-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Nolan Gorman,2B,RH,Fore,S,Stretch,78.4
STL,6/17,Marlins,12,Otto Lopez,5-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Fore,S,Stretch,84.2
STL,6/18,Marlins,10,Tim Anderson,1B,101 1,110 1 +1,110 1 +1,011 1 +1,Yes,Paul Goldschmidt,Brendan Donovan,3B,RH,Back,R,Stretch,85.3
STL,6/20,Giants,3,Patrick Baiiley,1B,000 1,100 1,000 2,100 1,No,Paul Goldschmidt,Nolan Gorman,2B,RH,Fore,S,Long,78.4
STL,6/26,Braves,9,Travis d'Arnaud,5-4 FC,110 1,101 2,101 2,010 2 +1,Yes,Paul Goldschmidt,Nolan Gorman,2B,RH,Back,R,Short,78.4
STL,6/28,Reds,7,Stuart Fairchild,6-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Brandon Crawford,SS,RH,Back,S,Short,85
STL,7/10,Royals,3,Adam Frazier,4-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Nolan Gorman,2B,RH,Fore,S,Long,78.4
STL,7/13,Cubs,1,Michael Busch,5-3 DP,100 0,000 2,000 2,010 1,Yes,Alec Burleson,Nolan Arenado,3B,LH,Back,S,Short,84.2
STL,7/21,Braves,8,Orlando Arcia,6-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,S,Short,92.7
STL,8/5,Mets,9,Francisco Lindor,5-3,011 2,000 3,000 3,010 2 +2,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Back,S,Short,84.2
STL,8/7,Rays,4,Jose Caballero,1B,000 1,100 1,100 1,100 1,No,Alec Burleson,Masyn Winn,SS,LH,Fore,S,Long,92.7
STL,8/8,Rays,7,Jose Siri,5-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Back,S,Short,84.2
STL,8/9,Royals,6,MJ Melendez,5-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Nolan Arenado,3B,RH,Fore,S,Short,84.2
STL,8/10,Royals,1,Maikel Garcia,6-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Brandon Crawford,SS,RH,Fore,S,Stretch,85
STL,8/14,Reds,4,Jeimer Candelario,E4,010 2,101 2,000 3,101 2,No,Paul Goldschmidt,Brendan Donovan,2B,RH,Back,S,Short,77.6
STL,8/22,Brewers,4,Rhys Hoskins,E5,100 2,110 2,000 3,110 2,No,Alec Burleson,Nolan Arenado,3B,LH,Back,S,Stretch,84.2
STL,8/26,Padres,6,Jurickson Profar,4-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Brendan Donovan,2B,RH,Back,S,Short,77.6
STL,9/11,Reds,8,Jonathan India,6-3,000 0,000 1,000 1,100 0,Yes,Paul Goldschmidt,Masyn Winn,SS,RH,Back,S,Short,92.7
STL,9/20,Guardians,5,Lane Thomas,6-3,000 2,000 3,000 3,100 2,Yes,Paul Goldschmidt,Thomas Saggese,SS,RH,Fore,L,Short,78.4
STL,9/21,Guardians,3,Kyle Manzardo,4-3,100 2,000 3,000 3,011 2,Yes,Paul Goldschmidt,Thomas Saggese,2B,RH,Fore,S,Long,78.4
STL,9/26,Rockies,6,Hunter Goodman,1B,000 0,100 0,000 1,100 0,No,Paul Goldschmidt,Jose Fermin,3B,RH,Fore,S,Stretch,77.9
TBR,3/28,Blue Jays,8,Bo Bichette,1B,000 2,100 2,100 2,100 2,Yes,Yandy Diaz,Brandon Lowe,2B,RH,Back,S,Long,78
TBR,3/31,Blue Jays,7,Ernie Clement,4-6 FC E6,110 1,010 2 +1,000 3,010 2 +1,No,Yandy Diaz,Jose Caballero,SS,RH,Back,R,Stretch,83.3
TBR,4/1,Rangers,4,Jared Walsh,5-3-1 DP,100 1,000 3,000 3,011 1,Yes,Austin Shenton,Curtis Mead,3B,RH,Back,S,Short,80.6
TBR,4/2,Rangers,8,Evan Carter,6-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,4/7,Rockies,8,Kris Bryant,6-4-3 DP,111 1,000 3,000 3,010 2 +2,Yes,Austin Shenton,Brandon Lowe,2B,RH,Back,S,Stretch,78
TBR,4/8,Angels,7,Mike Trout,6-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,4/9,Angels,5,Mickey Moniak,6-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,4/10,Angels,4,Luis Rengifo,6-3,010 2,000 3,000 3,010 2 +1,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,R,Stretch,83.3
TBR,4/15,Angels,6,Mike Trout,1B,000 2,100 2,100 2,100 2,No,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Stretch,83.3
TBR,4/19,Yankees,4,Giancarlo Stanton,6-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Long,83.3
TBR,4/20,Yankees,8,Anthony Volpe,6-3,100 2,000 3,000 3,011 2,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,4/23,Tigers,9,Parker Meadows,6-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,4/27,White Sox,4,Andrew Vaughn,1B,100 0,110 0,010 1,110 0,No,Austin Shenton,Jose Caballero,SS,RH,Back,S,Stretch,83.3
TBR,4/28,White Sox,4,Korey Lee,6-3,110 2,000 3,000 3,011 2 +1,Yes,Yandy Diaz,Amed Rosario,SS,RH,Back,S,Long,87.6
TBR,4/30,Brewers,5,Blake Perkins,E5,000 0,100 0,000 1,100 0,No,Yandy Diaz,Isaac Paredes,3B,RH,Fore,S,Stretch,81.7
TBR,4/30,Brewers,8,Willy Adames,6-3,010 2,000 3,000 3,010 2 +1,Yes,Yandy Diaz,Jose Caballero,SS,RH,Fore,S,Long,83.3
TBR,5/3,Mets,8,JD Martinez,6-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Jose Caballero,SS,RH,Fore,S,Long,83.3
TBR,5/4,Mets,2,Harrison Bader,1B,000 1,100 1,100 1,100 1,No,Yandy Diaz,Richie Palacios,2B,RH,Back,S,Long,75.3
TBR,5/7,White Sox,5,Bryan Ramos,4-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Richie Palacios,2B,RH,Back,S,Stretch,75.3
TBR,5/8,White Sox,9,Gavin Sheets,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Back,S,Long,81.7
TBR,5/10,Yankees,8,Giancarlo Stanton,4-3,000 2,000 3,000 3,100 2,Yes,Yandy Diaz,Richie Palacios,2B,RH,Fore,S,Short,75.3
TBR,5/10,Yankees,8,Aaron Judge,4-3,000 0,000 1,000 1,100 0,Yes,Yandy Diaz,Richie Palacios,2B,RH,Fore,S,Short,75.3
TBR,5/10,Yankees,9,Jose Trevino,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Back,S,Stretch,81.7
TBR,5/16,Red Sox,6,Ceddanne Rafaela,6-3,000 1,000 2,000 2,100 1,Yes,Jonathan Aranda,Jose Caballero,SS,RH,Back,S,Short,83.3
TBR,5/16,Red Sox,7,Rob Refsnyder,6-3,000 0,000 1,000 1,100 0,Yes,Jonathan Aranda,Jose Caballero,SS,RH,Fore,S,Long,83.3
TBR,5/19,Blue Jays,4,Bo Bichette,4-3 DP,100 0,000 2,000 2,010 1,Yes,Yandy Diaz,Richie Palacios,2B,RH,Back,S,Stretch,75.3
TBR,5/22,Red Sox,8,Ceddanne Rafaela,5-3,000 1,000 2,000 2,100 1,Yes,Yandy Diaz,Isaac Paredes,3B,RH,Fore,S,Long,81.7
TBR,5/25,Royals,5,Maikel Garcia,6-3,000 1,000 2,000 2,100 1,Yes,Jonathan Aranda,Jose Caballero,SS,RH,Back,S,Stretch,83.3
