Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
BOS,5/24,Brewers,5,Joey Ortiz,6-3,001 2,000 3,000 3,010 2 +1,Yes,Dom Smith,David Hamilton,SS,LH,Back,S,Short,85.1
BOS,6/1,Tigers,5,Javier Baez,5-3,000 1,000 2,000 2,100 1,Yes,Dom Smith,Rafael Devers,3B,LH,Back,S,Long,84.7
BOS,6/2,Tigers,6,Javier Baez,4-3,101 2,000 3,000 3,011 2 +1,Yes,Dom Smith,Enmanuel Valdez,2B,LH,Fore,S,Stretch,74.8
BOS,6/4,Braves,7,Sean Murphy,5-3,000 0,000 1,000 1,100 0,Yes,Dom Smith,Rafael Devers,3B,LH,Back,S,Short,84.7
BOS,6/8,White Sox,2,Gavin Sheets,1B,000 0,100 0,100 0,100 0,No,Dom Smith,David Hamilton,SS,LH,Back,L,Long,85.1
BOS,6/8,White Sox,8,Danny Mendick,5-3,000 0,000 1,000 1,100 0,Yes,Dom Smith,Jamie Westbrook,3B,LH,Fore,S,Short,77.2
BOS,6/11,Phillies,3,Johan Rojas,6-3,000 0,000 1,000 1,100 0,Yes,Dom Smith,David Hamilton,SS,LH,Fore,S,Long,85.1
BOS,6/12,Phillies,3,Johan Rojas,4-3,011 2,000 3,000 3,010 2 +2,Yes,Bobby Dalbec,Jamie Westbrook,2B,RH,Back,S,Stretch,77.2
BOS,6/12,Phillies,7,Alec Bohm,6-3,010 1,010 2,010 2,010 1 +1,Yes,Bobby Dalbec,David Hamilton,SS,RH,Back,S,Stretch,85.1
BOS,6/13,Phillies,4,Edmundo Sosa,1B,000 0,100 0,100 0,100 0,Yes,Dom Smith,David Hamilton,3B,LH,Fore,R,Short,85.1
BOS,6/24,Blue Jays,3,Alejandro Kirk,6-3,000 1,000 2,000 2,100 1,Yes,Dom Smith,Ceddanne Rafaela,SS,LH,Back,S,Long,86.4
BOS,6/26,Blue Jays,6,Brian Serven,5-3,000 0,000 1,000 1,100 0,Yes,Triston Casas,Rafael Devers,3B,LH,Fore,L,Long,84.7
BOS,7/5,Yankees,3,DJ LeMahieu,4-6 FC,110 0,101 1,101 1,010 1 +1,Yes,Romy Gonzalez,Ceddanne Rafaela,SS,RH,Back,S,Short,86.4
BOS,7/5,Yankees,4,Gleyber Torres,1B,110 1,111 1,111 1,011 1 +1,Yes,Romy Gonzalez,Ceddanne Rafaela,SS,RH,Fore,S,Long,86.4
BOS,7/11,A's,4,Zack Gelof,6-3,000 2,000 3,000 3,100 2,Yes,Dom Smith,Ceddanne Rafaela,SS,LH,Back,S,Long,86.4
BOS,7/12,Royals,1,Vinnie Pasquantino,1B,110 0,111 0,111 0,011 0 +1,Yes,Romy Gonzalez,David Hamilton,SS,RH,Fore,L,Long,85.1
BOS,7/12,Royals,3,Hunter Renfroe,5-3,000 1,000 2,000 2,100 1,Yes,Romy Gonzalez,Rafael Devers,3B,RH,Fore,S,Long,84.7
BOS,7/14,Royals,9,Hunter Renfroe,1B,000 1,100 1,100 1,100 1,Yes,Dom Smith,Romy Gonzalez,SS,LH,Fore,R,Stretch,81.2
BOS,7/22,Rockies,4,Michael Toglia,6-3,110 2,000 3,000 3,011 2 +1,Yes,Romy Gonzalez,Ceddanne Rafaela,SS,RH,Back,S,Short,86.4
BOS,7/31,Mariners,1,Josh Rojas,6-3,000 0,000 1,000 1,100 0,Yes,Dom Smith,Ceddanne Rafaela,SS,LH,Back,S,Short,86.4
BOS,8/2,Rangers,6,Nate Lowe,1B,000 1,100 1,000 2,100 1,No,Dom Smith,Ceddanne Rafaela,SS,LH,Back,L,Short,86.4
BOS,8/3,Rangers,5,Corey Seager,5-3,000 0,000 1,000 1,100 0,Yes,Connor Wong,Rafael Devers,3B,RH,Back,S,Long,84.7
BOS,8/9,Astros,2,Jeremy Pena,5-3,000 1,000 2,000 2,100 1,Yes,Dom Smith,Rafael Devers,3B,LH,Fore,S,Stretch,84.7
BOS,8/9,Astros,3,Mauricio Dubon,6-3,000 0,000 1,000 1,100 0,Yes,Dom Smith,David Hamilton,SS,LH,Back,S,Long,85.1
BOS,8/10,Astros,3,Alex Bregman,6-3,000 2,000 3,000 3,100 2,Yes,Dom Smith,David Hamilton,SS,LH,Fore,S,Stretch,85.1
BOS,8/11,Astros,5,Mauricio Dubon,5-3,100 2,000 3,000 3,011 2,Yes,Dom Smith,Nick Sogard,3B,LH,Fore,S,Stretch,79.5
BOS,8/14,Rangers,1,Adolis Garcia,1B,100 2,110 2,110 2,011 2,Yes,Dom Smith,David Hamilton,SS,LH,Fore,S,Long,85.1
BOS,8/14,Rangers,8,Wyatt Langford,1B,000 1,100 1,100 1,010 1,Yes,Romy Gonzalez,Rafael Devers,3B,RH,Fore,L,Long,84.7
BOS,8/17,Orioles,2,Ramon Urias,6-3,110 2,000 3,000 3,011 2 +1,Yes,Triston Casas,Ceddanne Rafaela,SS,RH,Back,S,Long,86.4
BOS,8/19,Astros,7,Shay Whitcomb,1B,000 0,100 0,100 0,100 0,Yes,Triston Casas,Rafael Devers,3B,RH,Fore,S,Long,84.7
BOS,8/21,Astros,1,Yainer Diaz,1B,000 1,100 1,100 1,100 1,No,Triston Casas,Rafael Devers,3B,RH,Back,S,Short,84.7
BOS,8/29,Blue Jays,1,George Springer,5-3,000 0,000 1,000 1,100 0,Yes,Triston Casas,Nick Sogard,3B,RH,Fore,S,Stretch,79.5
BOS,8/30,Tigers,2,Spencer Torkelson,5-3,000 1,000 2,000 2,100 1,Yes,Triston Casas,Nick Sogard,3B,RH,Fore,S,Long,79.5
BOS,9/1,Tigers,1,Matt Vierling,4-3,000 2,000 3,000 3,100 2,Yes,Triston Casas,Romy Gonzalez,2B,RH,Back,S,Short,81.2
BOS,9/2,Mets,3,Luis Torrens,4-3,000 0,000 1,000 1,100 0,Yes,Triston Casas,Enmanuel Valdez,2B,RH,Fore,S,Stretch,74.8
BOS,9/9,Orioles,2,Cedric Mullins,4-3,100 2,000 3,000 3,011 2,Yes,Connor Wong,Romy Gonzalez,2B,RH,Back,R,Stretch,81.2
BOS,9/15,Yankees,7,Gleyber Torres,1B,000 0,100 0,100 0,100 0,Yes,Connor Wong,Trevor Story,SS,RH,Fore,L,Stretch,80
BOS,9/18,Rays,3,Junior Caminero,5-3,000 2,000 3,000 3,100 2,Yes,Triston Casas,Rafael Devers,3B,RH,Back,S,Stretch,84.7
BOS,9/20,Twins,7,Christian Vazquez,5-3,000 0,000 1,000 1,100 0,Yes,Triston Casas,Rafael Devers,3B,RH,Fore,S,Long,84.7
BOS,9/23,Blue Jays,7,Alejandro Kirk,1B,000 1,100 1,100 1,100 1,Yes,Triston Casas,Trevor Story,SS,RH,Back,S,Long,80
BOS,9/27,Rays,2,Richie Palacios,5-3,000 2,000 3,000 3,100 2,Yes,Triston Casas,Nick Sogard,3B,RH,Back,R,Long,79.5
CHC,3/28,Rangers,6,Wyatt Langford,1B,000 1,100 1,100 1,010 1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,3/28,Rangers,8,Josh Jung,FC + E4,100 0,010 1,000 2,010 1,No,Michael Busch,Nico Hoerner,2B,RH,Back,S,Stretch,75.1
CHC,3/31,Rangers,2,Andrew Knizner,E5,000 1,010 1,000 2,010 1,No,Michael Busch,Christopher Morel,3B,RH,Back,R,Stretch,90.7
CHC,3/31,Rangers,5,Ezequiel Duran,1B,000 0,100 0,100 0,010 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,R,Stretch,75.1
CHC,4/1,Rockies,7,Elias Diaz,5-3,100 1,010 2,010 2,101 1,Yes,Michael Busch,Nick Madrigal,3B,RH,Back,S,Short,83.1
CHC,4/2,Rockies,6,Kris Bryant,5-3,010 2,000 3,000 3,010 2 +1,Yes,Garrett Cooper,Nick Madrigal,3B,RH,Back,S,Long,83.1
CHC,4/5,Dodgers,9,Teoscar Hernandez,6-3,110 1,011 2,011 2,011 1 +1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,R,Long,81.3
CHC,4/6,Dodgers,8,Chris Taylor,E5,000 2,100 2,000 3,100 2,No,Michael Busch,Miles Mastrobuoni,3B,RH,Back,S,Stretch,84.2
CHC,4/7,Dodgers,3,Miguel Rojas,6-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,4/8,Padres,8,Jake Cronenowrth,4-3,000 2,000 3,000 3,100 2,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,R,Short,75.1
CHC,4/9,Padres,8,Xander Bogaerts,6-3,100 2,000 3,000 3,011 2,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Stretch,81.3
CHC,4/12,Mariners,6,JP Crawford,1B,000 2,100 2,000 3,100 2,No,Michael Busch,Nico Hoerner,2B,RH,Back,R,Short,75.1
CHC,4/13,Mariners,2,Mitch Haniger,E3,000 0,100 0,000 1,100 0,No,Michael Busch,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,4/13,Mariners,5,JP Crawford,1B,000 1,100 1,100 1,100 1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,4/13,Mariners,6,Mitch Garver,5-3,110 0,011 1,011 1,011 0 +1,Yes,Michael Busch,Christopher Morel,3B,RH,Back,R,Long,90.7
CHC,4/16,Diamondbacks,5,Tucker Barnhart,5-3,011 2,000 3,000 3,010 2 +2,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Stretch,90.7
CHC,4/16,Diamondbacks,8,Corbin Carroll,E6,000 0,100 0,100 0,010 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,4/17,Diamondbacks,1,Eugenio Suarez,4-3,001 2,000 3,000 3,010 2 +1,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Long,75.1
CHC,4/17,Diamondbacks,3,Christian Walker,5-3 DP,110 1,000 3,000 3,011 2,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Short,90.7
CHC,4/19,Marlins,2,Jesus Sanchez,4-3,000 1,000 2,000 2,100 1,Yes,Garrett Cooper,Nico Hoerner,2B,RH,Back,S,Stretch,75.1
CHC,4/20,Marlins,8,Jesus Sanchez,1B,000 2,100 2,100 2,100 2,Yes,Garrett Cooper,Dansby Swanson,SS,RH,Fore,S,Long,81.3
CHC,4/25,Astros,7,Chas McCormick,6-3,000 2,000 3,000 3,100 2,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,S,Short,81.3
CHC,4/26,Red Sox,5,Ceddanne Rafaela,E6,000 2,010 2,000 3,010 2,No,Michael Busch,Dansby Swanson,SS,RH,Fore,L,Stretch,81.3
CHC,4/26,Red Sox,6,Tyler O'Neill,1B,000 0,100 0,100 0,100 0,No,Michael Busch,Christopher Morel,3B,RH,Fore,L,Stretch,90.7
CHC,4/27,Red Sox,3,Connor Wong,6-3,100 2,000 3,000 3,011 2,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,4/28,Red Sox,7,Rob Refsnyder,5-3,000 2,000 3,000 3,100 2,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Stretch,90.7
CHC,4/29,Mets,7,Mark Vientos,4-3,100 2,000 3,000 3,011 2,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,R,Stretch,75.1
CHC,4/29,Mets,8,Tomas Nido,1B,000 1,100 1,000 2,100 1,No,Michael Busch,Christopher Morel,3B,RH,Fore,L,Short,90.7
CHC,4/30,Mets,6,JD Martinez,E6,000 1,100 1,000 2,100 1,No,Patrick Wisdom,Dansby Swanson,SS,RH,Fore,L,Stretch,81.3
CHC,5/1,Mets,3,Tyrone Taylor,1B,000 2,100 2,000 3,100 2,No,Michael Busch,Christopher Morel,3B,RH,Fore,L,Stretch,90.7
CHC,5/5,Brewers,1,Willy Adames,6-3,001 2,000 3,000 3,100 2 +1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,5/7,Padres,7,Jose Azocar,1B 3-6-2,000 2,100 2,000 3,100 2,No,Michael Busch,Christopher Morel,3B,RH,Fore,L,Stretch,90.7
CHC,5/10,Pirates,4,Yasmani Grandal,1-6-4-3 DP,100 0,000 2,000 2,011 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Fore,S,Short,75.6
CHC,5/11,Pirates,6,Edward Olivares,5-3,001 2,000 3,000 3,100 2 +1,Yes,Michael Busch,Nick Madrigal,3B,RH,Back,S,Long,83.1
CHC,5/12,Pirates,10,Jared Triolo,6-4 FC,100 0,100 1,100 1,010 1,Yes,Patrick Wisdom,Miles Mastrobuoni,2B,RH,Back,S,Stretch,84.2
CHC,5/15,Braves,5,Orlando Arcia,6-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Miles Mastrobuoni,SS,RH,Fore,L,Stretch,84.2
CHC,5/22,Braves,6,Ronald Acuna Jr,6-3,000 0,000 1,000 1,100 0,Yes,Patrick Wisdom,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,5/25,Cardinals,5,Paul Goldschmidt,5-3,010 1,001 2,001 2,010 1 +1,Yes,Michael Busch,Patrick Wisdom,3B,RH,Back,S,Long,87.7
CHC,5/28,Brewers,10,Owen Miller,1B,001 2,100 2 +1,100 2 +1,010 2 +1,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Short,75.6
CHC,5/31,Reds,4,Jonathan India,4-6-3 DP,110 1,000 3,000 3,010 2 +1,Yes,Cody Bellinger,Dansby Swanson,SS,LH,Fore,S,Stretch,81.3
CHC,6/4,White Sox,3,Martin Maldonado,6-4-3 DP,100 0,000 2,000 2,010 1,Yes,Michael Busch,Nico Hoerner,2B,RH,Fore,S,Short,75.6
CHC,6/4,White Sox,4,Danny Mendick,5-3,010 1,001 2,001 2,100 1 +1,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Short,90.7
CHC,6/4,White Sox,6,Gavin Sheets,4-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,R,Short,75.6
CHC,6/4,White Sox,7,Andrew Vaughn,6-3,000 1,000 2,000 2,100 1,Yes,Patrick Wisdom,Dansby Swanson,SS,RH,Back,L,Short,81.3
CHC,6/5,White Sox,3,Lenyn Sosa,1B,000 1,100 1,000 2,100 1,No,Michael Busch,Christopher Morel,3B,RH,Fore,L,Stretch,90.7
CHC,6/13,Rays,7,Amed Rosario,1B E5,000 0,010 0,000 1,010 0,No,Cody Bellinger,Patrick Wisdom,3B,LH,Back,L,Short,87.7
CHC,6/18,Giants,2,Matt Chapman,1B,000 0,100 0,100 0,100 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,R,Long,75.6
CHC,6/23,Mets,3,Pete Alonso,5-3,000 2,000 3,000 3,100 2,Yes,Michael Busch,Christopher Morel,3B,RH,Back,R,Short,90.7
CHC,6/24,Giants,3,Curt Casali,6-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,S,Long,81.3
CHC,6/25,Giants,1,Heliot Ramos,5-3,000 1,000 2,000 2,100 1,Yes,Michael Busch,Christopher Morel,3B,RH,Fore,S,Long,90.7
CHC,6/29,Brewers,1,William Contreras,1B,000 1,100 1,100 1,100 1,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Long,90.7
CHC,6/29,Brewers,7,Andruw Monasterio,1B,000 2,100 2,100 2,100 2,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,R,Long,81.3
CHC,7/2,Phillies,1,Trea Turner,5-3,000 1,000 2,000 2,100 2,Yes,Michael Busch,Christopher Morel,3B,RH,Back,S,Stretch,90.7
CHC,7/2,Phillies,8,Nick Castellanos,1B,000 0,100 0,100 0,100 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Long,75.6
CHC,7/2,Phillies,9,Bryson Stott,4-3,000 1,000 2,000 2,100 1,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Short,75.6
CHC,7/13,Cardinals,2,Matt Carpenter,1B,000 0,100 0,100 0,100 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,S,Long,81.3
CHC,7/23,Brewers,1,Willy Adames,6-4-3 DP,110 1,000 3,000 3,010 2 +1,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Stretch,75.6
CHC,7/27,Royals,3,Maikel Garcia,6-3,010 0,010 1,010 1,010 0 +1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Stretch,81.3
CHC,7/29,Reds,7,Jonathan India,6-3,000 1,000 2,000 2,010 1,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,7/30,Reds,6,Santiago Espinal,1B,000 1,100 1,100 1,010 1,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,L,Long,81.3
CHC,7/31,Reds,5,Jonathan India,4-6-3 DP,100 1,000 3,000 3,010 2,Yes,Patrick Wisdom,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,8/2,Cardinals,7,Masyn Winn,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Short,75.6
CHC,8/4,Cardinals,8,Paul Goldschmidt,6-4,100 1,100 2,100 2,010 2,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Stretch,75.6
CHC,8/18,Blue Jays,5,George Springer,1B,000 2,100 2,000 3,100 2,No,Michael Busch,Dansby Swanson,SS,RH,Fore,S,Stretch,81.3
CHC,8/20,Tigers,4,Jace Jung,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Michael Busch,Nico Hoerner,2B,RH,Back,S,Long,75.6
CHC,8/27,Pirates,1,Nick Gonzales,5-3,110 0,011 1,011 1,011 0 +1,Yes,Cody Bellinger,Isaac Paredes,3B,LH,Back,S,Stretch,81.7
CHC,8/30,Nationals,6,Juan Yepez,5-3,000 1,000 2,000 2,100 1,Yes,Michael Busch,Isaac Paredes,3B,RH,Back,S,Short,81.7
CHC,9/2,Pirates,7,Bryan De La Cruz,5-3,100 0,010 1,010 1,011 0,Yes,Michael Busch,Isaac Paredes,3B,RH,Back,S,Short,81.7
CHC,9/3,Pirates,3,Oneil Cruz,4-6 FC,110 0,101 1,001 2,101 1,No,Michael Busch,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,9/4,Pirates,1,Bryan Reynolds,E5,000 1,100 1,000 2,100 1,No,Michael Busch,Isaac Paredes,3B,RH,Fore,L,Long,81.7
CHC,9/7,Yankees,1,Gleyber Torres,1B,000 0,100 0,100 0,100 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Long,81.3
CHC,9/9,Dodgers,6,Miguel Rojas,4-6-3 DP,110 0,001 2,001 2,010 1 +1,Yes,Michael Busch,Dansby Swanson,SS,RH,Fore,L,Stretch,81.3
CHC,9/11,Dodgers,8,Mookie Betts,5-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Isaac Paredes,3B,RH,Back,S,Long,81.7
CHC,9/16,A's,7,Brent Rooker,5-4 FC,100 1,100 2,000 3,010 2,No,Michael Busch,Nico Hoerner,2B,RH,Back,R,Stretch,75.6
CHC,9/16,A's,8,Shea Langeliers,6-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Dansby Swanson,SS,RH,Back,S,Short,81.3
CHC,9/21,Nationals,2,Juan Yepez,1B,000 0,100 0,100 0,100 0,Yes,Michael Busch,Nico Hoerner,2B,RH,Fore,S,Long,75.6
CHC,9/23,Phillies,6,Trea Turner,6-3,000 2,000 3,000 3,100 2,Yes,Michael Busch,Luis Vazquez,SS,RH,Back,S,Short,84.8
CHC,9/24,Phillies,4,Alec Bohm,6-3,000 0,000 1,000 1,100 0,Yes,Cody Bellinger,Dansby Swanson,SS,LH,Back,S,Short,81.3
CHC,9/28,Reds,1,Jonathan India,5-3,000 0,000 1,000 1,100 0,Yes,Michael Busch,Patrick Wisdom,3B,RH,Fore,L,Stretch,87.7
CHC,9/28,Reds,9,Elly De La Cruz,6-3,000 0,000 1,000 1,100 0,Yes,Cody Bellinger,Dansby Swanson,SS,LH,Fore,R,Stretch,81.3
CHC,9/28,Reds,9,Spencer Steer,6-3,000 2,000 3,000 3,100 2,Yes,Cody Bellinger,Dansby Swanson,SS,LH,Back,S,Long,81.3
CHW,3/28,Tigers,6,Mark Canha,5-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Yoan Moncada,3B,RH,Back,S,Short,85.4
CHW,4/7,Royals,3,Hunter Renfroe,5-3,000 0,000 1,000 1,100 0,Yes,Gavin Sheets,Yoan Moncada,3B,LH,Fore,S,Long,85.4
CHW,4/8,Guardians,8,Tyler Freeman,E5,000 0,100 0,000 1,100 0,No,Andrew Vaughn,Yoan Moncada,3B,RH,Back,R,Stretch,85.4
CHW,4/9,Guardians,4,Andres Gimenez,1B,100 2,110 2,110 2,011 2,Yes,Andrew Vaughn,Lenyn Sosa,3B,RH,Back,S,Short,83.4
CHW,4/17,Royals,5,Hunter Renfroe,5-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Lenyn Sosa,3B,RH,Back,S,Stretch,83.4
CHW,4/19,Phillies,7,Cristian Pache,6-3,000 0,000 1,000 1,100 0,Yes,Andrew Vaughn,Paul DeJong,SS,RH,Back,S,Stretch,80.7
CHW,4/26,Rays,9,Amed Rosario,1B,000 0,100 0,100 0,100 0,Yes,Andrew Vaughn,Nicky Lopez,2B,RH,Back,S,Stretch,81.3
CHW,4/29,Twins,7,Christian Vazquez,E5,000 2,100 2,000 3,100 2,No,Andrew Vaughn,Danny Mendick,3B,RH,Back,S,Stretch,77.3
CHW,5/5,Cardinals,8,Masyn Winn,1B,000 0,100 0,100 0,100 0,Yes,Andrew Vaughn,Bryan Ramos,3B,RH,Fore,R,Long,80.7
CHW,5/5,Cardinals,9,Paul Goldschmidt,6-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Paul DeJong,SS,RH,Back,L,Short,80.7
CHW,5/7,Rays,6,Ben Rortvedt,5-3,100 2,000 3,000 3,011 2,Yes,Andrew Vaughn,Bryan Ramos,3B,RH,Back,S,Long,80.7
CHW,5/10,Guardians,3,Brayan Rocchio,5-3,001 2,000 3,000 3,010 2 +1,Yes,Andrew Vaughn,Bryan Ramos,3B,RH,Back,S,Short,80.7
CHW,5/10,Guardians,5,Gabriel Arias,1B,100 2,110 2,110 2,011 2,Yes,Andrew Vaughn,Bryan Ramos,3B,RH,Back,S,Long,80.7
CHW,5/11,Guardians,8,Gabriel Arias,5-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Bryan Ramos,3B,RH,Back,R,Long,80.7
CHW,5/15,Nationals,6,Joey Meneses,E6,000 0,100 0,000 1,100 0,No,Andrew Vaughn,Paul DeJong,SS,RH,Back,S,Short,80.7
CHW,5/18,Yankees,1,Aaron Judge,1B,000 1,100 1,100 1,100 1,No,Andrew Vaughn,Danny Mendick,3B,RH,Back,S,Stretch,77.3
CHW,5/18,Yankees,3,Gleyber Torres,5-3,000 2,000 3,000 3,100 2,Yes,Andrew Vaughn,Danny Mendick,3B,RH,Back,S,Stretch,77.3
CHW,5/22,Blue Jays,7,Isiah Kiner-Falefa,1B,000 1,100 1,100 1,100 1,Yes,Gavin Sheets,Zach Remillard,3B,LH,Fore,S,Short,81.3
CHW,5/27,Blue Jays,5,Danny Jansen,4-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Nicky Lopez,2B,RH,Back,S,Short,81.3
CHW,5/28,Blue Jays,9,Vladimir Guerrero Jr,4-3,010 2,000 3,000 3,010 2 +1,Yes,Andrew Vaughn,Zach Remillard,2B,RH,Back,S,Long,81.3
CHW,5/29,Blue Jays,5,Bo Bichette,6-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Paul DeJong,SS,RH,Back,S,Stretch,80.7
CHW,5/31,Brewers,7,Jake Bauers,1B,001 2,100 2 +1,000 3,100 2 +1,No,Gavin Sheets,Paul DeJong,SS,LH,Back,S,Long,80.7
CHW,6/1,Brewers,5,Christian Yelich,4-3,100 2,000 3,000 3,011 2,Yes,Gavin Sheets,Danny Mendick,2B,LH,Back,S,Short,77.3
CHW,6/2,Brewers,7,Jackosn Chourio,1B,000 2,100 2,100 2,100 2,Yes,Gavin Sheets,Lenyn Sosa,3B,LH,Back,S,Long,83.4
CHW,6/4,Cubs,4,Seiya Suzuki,4-3,000 0,000 1,000 1,100 0,Yes,Andrew Vaughn,Danny Mendick,2B,RH,Back,S,Long,77.3
CHW,6/11,Mariners,7,Julio Rodriguez,1B,100 2,110 2,110 2,011 2,Yes,Andrew Vaughn,Nicky Lopez,2B,RH,Back,S,Stretch,81.3
CHW,6/20,Astros,7,Cooper Hummel,E5,101 2,110 2 +1,000 3,110 2 +1,No,Andrew Vaughn,Lenyn Sosa,3B,RH,Back,S,Short,83.4
CHW,6/23,Tigers,1,Mark Canha,E6,000 1,100 1,000 2,100 1,No,Andrew Vaughn,Paul DeJong,SS,RH,Back,S,Stretch,80.7
CHW,7/4,Guardians,1,Jose Ramirez,5U FC,110 0,110 1,110 1,011 1,Yes,Gavin Sheets,Lenyn Sosa,3B,LH,Back,L,Stretch,83.4
CHW,7/12,Pirates,5,Ke'Bryan Hayes,1B,000 0,100 0,100 0,100 0,Yes,Andrew Vaughn,Lenyn Sosa,2B,RH,Back,S,Long,78.8
CHW,7/12,Pirates,6,Connor Joe,1B,000 1,100 1,100 1,100 1,Yes,Andrew Vaughn,Paul DeJong,SS,RH,Fore,R,Long,80.7
CHW,7/22,Rangers,5,Marcus Semien,6-3,000 2,000 3,000 3,100 2,Yes,Andrew Vaughn,Nicky Lopez,SS,RH,Back,S,Long,84.3
CHW,7/23,Rangers,6,Adolis Garcia,6-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Nicky Lopez,SS,RH,Back,S,Stretch,84.3
CHW,7/27,Mariners,3,Randy Arozarena,1B,100 2,110 2,110 2,011 2,Yes,Andrew Vaughn,Nicky Lopez,SS,RH,Back,R,Long,84.3
CHW,7/28,Mariners,4,Dylan Moore,5-3,101 2,000 3,000 3,011 2 +1,Yes,Gavin Sheets,Paul DeJong,3B,LH,Back,S,Short,81.3
CHW,8/12,Yankees,5,DJ LeMahieu,4-3,100 2,000 3,000 3,011 2,Yes,Gavin Sheets,Brooks Baldwin,2B,LH,Back,S,Stretch,75.8
CHW,8/13,Yankees,6,Gleyber Torres,5-3,000 0,000 1,000 1,100 0,Yes,Andrew Vaughn,Miguel Vargas,3B,RH,Back,S,Long,87.1
CHW,8/14,Yankees,5,DJ LeMahieu,1B,010 2,101 2,101 2,010 2 +1,Yes,Gavin Sheets,Miguel Vargas,3B,LH,Fore,S,Long,87.1
CHW,8/23,Tigers,3,Spencer Torkelson,5-3,100 2,000 3,000 3,011 2,Yes,Andrew Vaughn,Lenyn Sosa,3B,RH,Back,S,Long,83.4
CHW,8/23,Tigers,5,Matt Vierling,6-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Nicky Lopez,SS,RH,Back,S,Stretch,84.3
CHW,8/27,Rangers,6,Adolis Garcia,5-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Miguel Vargas,3B,RH,Back,S,Stretch,87.1
CHW,8/27,Rangers,9,Marcus Semien,5-3,000 1,000 2,000 2,100 1,Yes,Andrew Vaughn,Miguel Vargas,3B,RH,Back,S,Long,87.1
CHW,8/28,Rangers,8,Josh Jung,5-3,100 2,000 3,000 3,011 2,Yes,Gavin Sheets,Miguel Vargas,3B,LH,Fore,S,Long,87.1
